city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_16,0.91,missing,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,2,108,1
city_126,0.479,missing,No relevent experience,missing,Graduate,STEM,3,50-99,Pvt Ltd,missing,23,1
city_103,0.744182684,Male,Has relevent experience,Full time course,Graduate,STEM,16,Oct-49,Pvt Ltd,1,125.0919949,1
city_103,0.688769307,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,62.03102949,1
city_21,0.718639201,Male,No relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,1,50.32655126,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,3,0
city_83,0.795612851,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,missing,missing,>4,200.8350918,1
city_98,0.949,Male,Has relevent experience,no_enrollment,High School,missing,15,Oct-49,Pvt Ltd,2,32,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,43.46225656,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,3,0
city_59,0.764226731,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,missing,missing,1,4.907062885,1
city_40,0.776,Male,Has relevent experience,no_enrollment,Graduate,Other,4,<10,Pvt Ltd,1,108,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,missing,Pvt Ltd,1,128.6784736,1
city_103,0.80702819,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,never,25.47833452,1
city_114,0.926,missing,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,8,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,4,17.00653927,1
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,2,42,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,62,0
city_103,0.92,missing,No relevent experience,no_enrollment,Graduate,STEM,7,missing,Pvt Ltd,1,6.208186459,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,33,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,294,0
city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,missing,missing,1,109,0
city_117,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,never,21,0
city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,9,missing,missing,4,64,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,missing,Pvt Ltd,1,144.8494364,1
city_103,0.92090908,Male,No relevent experience,Full time course,High School,missing,10,missing,missing,1,85.09092046,1
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,32,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,38,0
city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,19,50-99,Pvt Ltd,1,292,0
city_21,0.82058623,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,20.08268874,1
city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,missing,missing,>4,69,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,100,0
city_21,0.690095572,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,missing,missing,1,19.47557973,1
city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,Other,13,<10,Early Stage Startup,1,6,0
city_11,0.649129769,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,missing,1,68.71952392,1
city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,218,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,missing,missing,>4,51.92946837,1
city_21,0.624,missing,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,22,0
city_21,0.71207477,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,23.2170698,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,>4,16,0
city_118,0.722,Male,No relevent experience,Full time course,High School,missing,2,500-999,Pvt Ltd,never,28,0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,75,1
city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,2,Oct-49,missing,1,174,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,64.4078562,1
city_103,0.92,Male,No relevent experience,Full time course,Graduate,Humanities,6,missing,missing,1,46,0
city_90,0.859290719,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,missing,missing,1,52.3250595,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,1000-4999,Pvt Ltd,never,86,0
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,missing,4,<10,Pvt Ltd,1,45,0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,6,missing,missing,never,14,1
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,missing,100-500,Pvt Ltd,1,52,0
city_102,0.804,Male,Has relevent experience,Full time course,Masters,Humanities,1,50-99,missing,never,4,0
city_158,0.766,Male,No relevent experience,Full time course,Graduate,STEM,3,missing,missing,1,157,1
city_103,0.782036454,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,8,1
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,missing,4,Oct-49,Pvt Ltd,2,52,0
city_73,0.754,missing,No relevent experience,Full time course,High School,missing,3,missing,missing,never,37,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,36,0
city_103,0.92,Male,No relevent experience,Full time course,High School,missing,5,missing,missing,1,27,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,2,48,0
city_76,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,missing,missing,1,63.98054673,1
city_21,0.669783835,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,24.47387216,1
city_21,0.835259736,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,57.95448157,1
city_73,0.662783081,Male,No relevent experience,Full time course,Graduate,STEM,15,missing,missing,never,153.807459,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,never,9.86547764,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,44,0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,never,10,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,NGO,1,67,0
city_103,0.768554686,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,31.7563099,1
city_21,0.670800734,missing,No relevent experience,Full time course,Graduate,STEM,7,missing,missing,1,66.44350109,1
city_103,0.858436335,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,16.61442498,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,16,0
city_11,0.671031168,missing,No relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,1,32.16059137,1
city_21,0.539181924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,never,17.87910792,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,<10,Pvt Ltd,3,80,0
city_160,0.557617251,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,never,136.1768772,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,107,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,2,40,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,missing,missing,>4,22,0
city_115,0.789,Female,Has relevent experience,Full time course,Phd,STEM,8,100-500,Pvt Ltd,>4,11,0
city_21,0.624,Male,Has relevent experience,missing,Graduate,STEM,4,missing,missing,1,16,0
city_103,0.846905366,Male,Has relevent experience,Full time course,Graduate,STEM,12,missing,missing,1,236.8654186,1
city_103,0.913402546,Male,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,78.09108756,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Masters,Other,5,100-500,Pvt Ltd,1,21,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,16,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,78,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,68,1
city_21,0.678494916,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,75.17117998,1
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,500-999,Public Sector,1,11,0
city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,never,102,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,6,0
city_73,0.907170773,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,missing,1,31.14987048,1
city_90,0.575847218,Male,Has relevent experience,Full time course,Graduate,STEM,9,missing,missing,1,195.5595553,1
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,64,0
city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,6,missing,missing,1,210,0
city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,missing,>4,90,0
city_90,0.698,Male,Has relevent experience,Part time course,High School,missing,6,missing,missing,1,58,1
city_65,0.802,Female,No relevent experience,no_enrollment,Masters,STEM,14,missing,missing,1,11,1
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Early Stage Startup,1,34,0
city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,Other,4,50-99,Pvt Ltd,1,57,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,1,50,0
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,150,0
city_21,0.636894232,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,missing,missing,1,29.78144001,1
city_21,0.635505397,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,28.72867511,1
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,missing,missing,never,13,0
city_136,0.897,missing,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,1,74,0
city_61,0.913,Male,No relevent experience,Full time course,High School,missing,2,missing,missing,never,22,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,missing,1,194,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,50-99,Pvt Ltd,never,10,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,missing,missing,never,138,1
city_16,0.91,Male,Has relevent experience,Full time course,Masters,Humanities,5,500-999,Pvt Ltd,>4,14,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,164,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,15.85862651,1
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,19,0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,missing,missing,1,96,1
city_138,0.836,Male,No relevent experience,missing,High School,missing,9,missing,missing,never,36,0
city_67,0.855,Male,No relevent experience,Full time course,High School,missing,3,1000-4999,Pvt Ltd,1,52,0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,17,0
city_27,0.848,missing,No relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,60,0
city_26,0.698,Male,Has relevent experience,no_enrollment,High School,missing,4,100-500,Pvt Ltd,2,45,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,missing,1,166,0
city_102,0.804,missing,No relevent experience,no_enrollment,Graduate,STEM,<1,missing,missing,>4,142,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,100-500,Pvt Ltd,4,10,0
city_67,0.855,Female,No relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,51,0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,missing,1,70,0
city_104,0.924,Female,Has relevent experience,no_enrollment,Graduate,Humanities,11,1000-4999,Pvt Ltd,4,26,0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,6,Oct-49,Pvt Ltd,4,5,0
city_21,0.633310814,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,missing,missing,1,9.642257905,1
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,1,45,0
city_21,0.533640808,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,54.70510094,1
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,2,55,0
city_57,0.840116051,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,missing,missing,1,4.23460886,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,3,55,0
city_28,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,7,missing,missing,2,59,0
city_21,0.624,missing,No relevent experience,Full time course,High School,missing,2,missing,missing,never,116,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,43,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,120.1402702,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,136,0
city_160,0.894506239,missing,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,24.8081722,1
city_21,0.624,missing,No relevent experience,missing,missing,missing,5,missing,missing,missing,98,0
city_76,0.696925656,missing,Has relevent experience,no_enrollment,Graduate,STEM,1,missing,missing,never,13,1
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,3,52,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,20,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,10,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,11,0
city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,5,missing,Pvt Ltd,never,50,1
city_45,0.835248216,Male,No relevent experience,Full time course,Graduate,STEM,3,missing,missing,1,66.55475074,1
city_99,0.683816674,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,39.60625008,1
city_93,0.865,Male,Has relevent experience,Full time course,High School,missing,6,50-99,Funded Startup,1,50,0
city_73,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,1,45.84452795,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,>4,73,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,missing,missing,never,22,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,106,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,missing,missing,1,62,1
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,missing,missing,1,28,0
city_21,0.727905114,Male,No relevent experience,Full time course,Graduate,missing,4,missing,missing,1,55.64764383,1
city_21,0.827913648,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,missing,missing,never,97.08083477,1
city_103,0.92,Male,No relevent experience,no_enrollment,missing,missing,1,missing,missing,never,6,0
city_152,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,missing,Pvt Ltd,never,12,1
city_21,0.569806432,missing,Has relevent experience,Full time course,Graduate,STEM,5,missing,Pvt Ltd,never,24.80296348,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,55.99028068,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,Oct-49,Pvt Ltd,>4,37,0
city_21,0.555319945,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,2,43.76489808,1
city_176,0.764,Male,Has relevent experience,no_enrollment,High School,missing,4,Oct-49,Pvt Ltd,1,114,0
city_104,0.924,Male,No relevent experience,no_enrollment,Primary School,missing,3,missing,missing,never,314,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,14.58095104,1
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,missing,missing,1,91,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,12,0
city_160,0.900506508,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,3,56.05077889,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,57,1
city_10,0.895,Male,No relevent experience,no_enrollment,Primary School,missing,7,missing,missing,never,232,0
